Server ID,Energy Consumption (kWh),Cooling Efficiency (%),Power Usage Effectiveness (PUE),Timestamp,Server Location,Server Type,Energy Source,Cooling System Type,Energy Cost (€),Carbon Emissions (kg CO2),Maintenance Status,Energy Savings Target (%),Peak Energy Usage (kWh),Off-Peak Energy Usage (kWh),Year,Month,Day
Server-2358,620.26,74,1.79,2021-12-18 09:35:06,Vienna,Edge,Geothermal,Phase Change Cooling,120.34,178.62,Active,15,995.0,313.0,2021,12,18
Server-2359,732.38,77,1.92,2020-11-07 10:01:51,Dublin,Backup Server,Battery Backup,Liquid Cooling,145.63,133.9,Needs Maintenance,33,1043.0,153.0,2020,11,7
Server-2360,618.52,69,1.6,2023-04-02 12:33:06,Rome,Enterprise,Grid,Heat Pipe Cooling,138.61,217.37,Active,29,956.0,119.0,2023,4,2
Server-2361,464.57,88,1.19,2024-01-04 23:31:42,Dublin,Network Node,Grid,Phase Change Cooling,152.34,322.12,Active,16,1006.0,209.0,2024,1,4
Server-2362,551.37,52,1.78,2024-06-19 11:39:01,Lisbon,Backup Server,Solar,Compressor Cooling,134.23,168.89,Out of Service,33,931.0,248.0,2024,6,19
Server-2363,369.53,54,1.96,2020-03-23 01:26:15,Berlin,Network Node,Wind,Evaporative Cooling,139.57,467.49,Out of Service,31,1022.0,167.0,2020,3,23
Server-2364,664.58,50,1.58,2020-04-11 22:59:46,Amsterdam,Backup Server,Solar,Liquid Cooling,159.4,258.71,Under Repair,25,1091.0,202.0,2020,4,11
Server-2365,564.8,64,1.68,2021-05-30 19:54:38,Vienna,Cloud,Hydro,Thermoelectric Cooling,54.07,597.37,Active,32,902.0,261.0,2021,5,30
Server-2366,615.98,75,1.34,2021-07-06 08:30:04,Lisbon,Enterprise,Wind,Fan Cooling,60.24,84.41,Active,28,964.0,256.0,2021,7,6
Server-2367,390.87,52,1.38,2022-07-01 23:30:27,Lisbon,Enterprise,Solar,Phase Change Cooling,112.74,331.2,Active,33,1042.0,171.0,2022,7,1
Server-2368,474.71,89,1.73,2024-09-14 13:44:03,London,Edge,Battery Backup,Liquid Cooling,85.82,143.87,Needs Maintenance,23,1147.0,214.0,2024,9,14
Server-2369,608.76,90,1.93,2024-02-20 04:20:25,Berlin,Backup Server,Wind,Fan Cooling,117.64,366.06,Inactive,25,1029.0,153.0,2024,2,20
Server-2370,716.53,91,1.63,2021-07-10 14:05:27,Stockholm,Mainframe,Grid,Liquid Cooling,121.41,338.43,Retired,25,964.0,128.0,2021,7,10
Server-2371,408.79,83,1.79,2024-01-16 20:20:05,Berlin,Enterprise,Wind,Fan Cooling,183.64,125.51,Needs Maintenance,18,993.0,268.0,2024,1,16
Server-2372,617.07,54,1.17,2024-02-27 08:48:34,Berlin,Backup Server,Hydro,Liquid Cooling,62.49,163.45,Under Repair,32,939.0,93.0,2024,2,27
Server-2373,393.19,80,1.21,2021-09-29 11:19:05,Lisbon,Mainframe,Solar,Liquid Cooling,113.32,197.11,Inactive,26,1040.0,210.0,2021,9,29
Server-2374,817.58,62,1.53,2022-04-01 12:55:16,Stockholm,Edge,Solar,Peltier Cooling,82.52,136.38,Out of Service,23,1052.0,181.0,2022,4,1
Server-2375,437.78,92,1.18,2025-03-06 01:52:37,Germany,Backup Server,Battery Backup,Phase Change Cooling,160.6,101.43,Under Repair,19,1070.0,227.0,2025,3,6
Server-2376,596.53,50,1.63,2025-02-13 04:36:36,London,Backup Server,Hydro,Heat Pipe Cooling,132.35,128.94,Active,15,983.0,166.0,2025,2,13
Server-2377,524.84,71,1.29,2020-04-03 11:47:17,Berlin,Cloud,Wind,Compressor Cooling,96.52,199.04,Needs Maintenance,23,960.0,257.0,2020,4,3
Server-2378,890.8,64,1.79,2021-02-07 13:19:35,Germany,Backup Server,Solar,Evaporative Cooling,133.15,466.37,Out of Service,21,1075.0,189.0,2021,2,7
Server-2379,534.49,75,1.81,2020-06-09 00:32:36,Stockholm,Cloud,Wind,Compressor Cooling,83.2,525.7,Retired,15,1069.0,273.0,2020,6,9
Server-2380,422.74,67,1.46,2023-12-16 03:30:17,Berlin,Mainframe,Solar,Heat Pipe Cooling,113.55,468.45,Needs Maintenance,34,951.0,211.0,2023,12,16
Server-2381,595.93,58,1.18,2021-09-22 01:11:24,Amsterdam,Mainframe,Grid,Peltier Cooling,122.18,160.27,Needs Maintenance,31,981.0,148.0,2021,9,22
Server-2382,592.59,50,1.65,2024-02-24 16:45:07,Germany,Enterprise,Grid,Phase Change Cooling,253.75,380.27,Needs Maintenance,17,1039.0,227.0,2024,2,24
Server-2383,476.38,92,1.99,2023-09-20 11:31:44,Germany,Edge,Wind,Fan Cooling,107.19,179.03,Active,15,987.0,221.0,2023,9,20
Server-2384,335.79,58,1.62,2023-07-01 16:59:50,Amsterdam,Cloud,Solar,Peltier Cooling,144.34,56.47,Under Repair,27,1002.0,195.0,2023,7,1
Server-2385,420.8,72,1.04,2021-05-17 14:21:32,Germany,Enterprise,Grid,Thermoelectric Cooling,145.42,146.34,Needs Maintenance,34,927.0,163.0,2021,5,17
Server-2386,632.22,92,1.02,2022-05-11 07:09:17,Dublin,Network Node,Solar,Compressor Cooling,144.21,142.95,Retired,34,944.0,243.0,2022,5,11
Server-2387,237.88,94,1.32,2024-11-19 20:03:14,Berlin,Enterprise,Wind,Evaporative Cooling,181.69,92.44,Retired,26,995.0,152.0,2024,11,19
Server-2388,462.79,51,1.2,2020-04-27 00:57:11,Vienna,Mainframe,Wind,Phase Change Cooling,151.48,413.78,Retired,31,965.0,157.0,2020,4,27
Server-2389,649.23,63,1.81,2022-05-19 03:58:23,Germany,Network Node,Wind,Evaporative Cooling,81.59,441.9,Needs Maintenance,22,943.0,226.0,2022,5,19
Server-2390,485.98,87,1.84,2025-02-28 22:42:01,Rome,Enterprise,Battery Backup,Thermoelectric Cooling,132.78,180.19,Inactive,29,984.0,189.0,2025,2,28
Server-2391,826.06,89,1.26,2022-02-06 16:44:35,Paris,Backup Server,Wind,Thermoelectric Cooling,104.27,138.68,Under Repair,31,956.0,102.0,2022,2,6
Server-2392,238.3,67,1.33,2025-01-06 18:23:25,Stockholm,Edge,Solar,Fan Cooling,152.29,521.23,Needs Maintenance,16,1001.0,152.0,2025,1,6
Server-2393,355.79,65,1.24,2022-09-12 08:02:54,Rome,Cloud,Battery Backup,Peltier Cooling,102.69,564.33,Needs Maintenance,24,1050.0,220.0,2022,9,12
Server-2394,152.8,78,1.91,2023-02-13 23:54:35,Amsterdam,Backup Server,Grid,Peltier Cooling,134.97,445.7,Retired,15,985.0,187.0,2023,2,13
Server-2395,799.05,93,1.5,2021-09-15 21:02:03,Berlin,Network Node,Hydro,Evaporative Cooling,178.16,365.83,Inactive,27,979.0,195.0,2021,9,15
Server-2396,358.25,60,1.66,2021-04-22 15:47:46,Berlin,Edge,Hydro,Heat Pipe Cooling,86.95,161.65,Inactive,26,1054.0,213.0,2021,4,22
Server-2397,201.96,55,1.42,2021-07-25 05:53:18,Rome,Enterprise,Grid,Compressor Cooling,120.36,93.62,Under Repair,29,1037.0,223.0,2021,7,25
Server-2398,408.21,52,1.63,2021-12-24 16:42:21,Germany,Backup Server,Wind,Evaporative Cooling,75.76,154.86,Out of Service,24,1040.0,206.0,2021,12,24
Server-2399,291.08,63,1.39,2023-04-08 01:48:18,Stockholm,Mainframe,Battery Backup,Compressor Cooling,102.72,371.14,Active,16,874.0,34.0,2023,4,8
Server-2400,409.28,51,1.34,2021-01-28 11:44:23,Berlin,Mainframe,Grid,Liquid Cooling,122.93,169.7,Active,29,978.0,197.0,2021,1,28
Server-2401,506.18,81,1.63,2022-12-16 14:49:16,Germany,Edge,Battery Backup,Thermoelectric Cooling,197.78,107.62,Needs Maintenance,34,971.0,174.0,2022,12,16
Server-2402,620.74,80,1.59,2024-09-30 18:42:53,Amsterdam,Mainframe,Wind,Thermoelectric Cooling,83.92,189.88,Active,24,959.0,202.0,2024,9,30
Server-2403,473.8,60,1.29,2022-09-30 05:47:33,Dublin,Cloud,Solar,Compressor Cooling,132.39,512.88,Active,16,1053.0,253.0,2022,9,30
Server-2404,503.79,71,1.15,2023-01-15 15:02:12,London,Edge,Wind,Fan Cooling,39.0,139.23,Needs Maintenance,27,973.0,146.0,2023,1,15
Server-2405,412.76,52,1.37,2025-04-03 14:26:54,Stockholm,Edge,Grid,Heat Pipe Cooling,160.34,408.47,Under Repair,24,930.0,204.0,2025,4,3
Server-2406,273.25,80,1.42,2021-09-19 21:58:11,Amsterdam,Mainframe,Grid,Phase Change Cooling,104.63,189.39,Needs Maintenance,31,1012.0,224.0,2021,9,19
Server-2407,223.02,82,1.63,2022-05-08 11:47:27,Lisbon,Edge,Grid,Evaporative Cooling,14.27,618.88,Active,30,1000.0,185.0,2022,5,8
Server-2408,445.33,73,1.91,2022-10-05 23:45:38,Berlin,Enterprise,Grid,Phase Change Cooling,109.03,112.72,Out of Service,29,954.0,135.0,2022,10,5
Server-2409,512.7,50,1.04,2020-05-14 05:01:51,Paris,Network Node,Wind,Heat Pipe Cooling,116.1,342.81,Out of Service,26,1051.0,140.0,2020,5,14
Server-2410,434.21,93,1.24,2023-01-21 02:54:27,Germany,Backup Server,Grid,Compressor Cooling,81.0,523.75,Inactive,23,1027.0,198.0,2023,1,21
Server-2411,228.6,64,1.19,2022-02-19 02:11:02,Lisbon,Network Node,Wind,Evaporative Cooling,101.45,112.07,Active,26,1026.0,169.0,2022,2,19
Server-2412,530.21,86,1.5,2023-07-21 12:01:37,Rome,Backup Server,Grid,Heat Pipe Cooling,131.94,89.98,Under Repair,26,1024.0,104.0,2023,7,21
Server-2413,744.4,76,1.43,2024-07-04 01:06:11,Berlin,Mainframe,Battery Backup,Fan Cooling,183.57,293.7,Active,33,1054.0,160.0,2024,7,4
Server-2414,482.8,87,1.73,2020-01-03 02:22:40,Dublin,Cloud,Grid,Liquid Cooling,164.96,138.05,Out of Service,31,992.0,135.0,2020,1,3
Server-2415,413.07,76,1.24,2024-11-10 21:56:10,Lisbon,Cloud,Hydro,Peltier Cooling,69.07,255.25,Under Repair,30,938.0,237.0,2024,11,10
Server-2416,490.93,93,1.59,2022-04-04 15:52:30,Vienna,Mainframe,Battery Backup,Liquid Cooling,92.27,79.74,Needs Maintenance,24,990.0,126.0,2022,4,4
Server-2417,334.34,61,1.88,2022-05-23 05:06:04,Germany,Mainframe,Battery Backup,Fan Cooling,107.5,326.16,Under Repair,24,917.0,271.0,2022,5,23
Server-2418,324.67,52,1.91,2021-09-16 01:37:25,Lisbon,Edge,Battery Backup,Phase Change Cooling,119.46,177.97,Out of Service,34,947.0,308.0,2021,9,16
Server-2419,567.71,79,1.96,2021-07-09 16:06:43,Dublin,Cloud,Solar,Liquid Cooling,167.96,112.15,Inactive,16,1081.0,163.0,2021,7,9
Server-2420,648.55,81,1.77,2024-11-07 06:02:23,Stockholm,Network Node,Wind,Fan Cooling,107.37,168.43,Active,34,945.0,169.0,2024,11,7
Server-2421,477.94,72,1.91,2024-10-01 04:08:53,Rome,Mainframe,Grid,Compressor Cooling,55.51,392.49,Under Repair,15,941.0,247.0,2024,10,1
Server-2422,203.94,51,1.23,2023-09-19 05:53:33,London,Network Node,Solar,Phase Change Cooling,125.2,185.04,Needs Maintenance,30,1033.0,254.0,2023,9,19
Server-2423,553.0,56,1.2,2021-03-15 02:07:06,Amsterdam,Backup Server,Solar,Phase Change Cooling,242.15,353.96,Active,24,1043.0,175.0,2021,3,15
Server-2424,810.11,83,1.01,2021-04-10 22:32:56,Germany,Network Node,Grid,Peltier Cooling,98.21,428.13,Out of Service,29,917.0,178.0,2021,4,10
Server-2425,463.42,81,1.71,2021-09-28 23:12:41,Paris,Cloud,Wind,Fan Cooling,110.4,135.42,Retired,29,1012.0,178.0,2021,9,28
Server-2426,473.32,88,1.94,2023-06-10 04:31:27,Vienna,Backup Server,Wind,Liquid Cooling,120.95,365.87,Needs Maintenance,20,973.0,157.0,2023,6,10
Server-2427,369.1,81,1.19,2022-02-06 08:18:12,Lisbon,Network Node,Grid,Peltier Cooling,96.07,157.2,Needs Maintenance,31,1017.0,246.0,2022,2,6
Server-2428,572.2,92,1.64,2020-05-31 15:45:07,Germany,Edge,Grid,Peltier Cooling,172.65,459.17,Retired,27,985.0,208.0,2020,5,31
Server-2429,399.35,92,1.75,2022-12-30 04:29:37,Stockholm,Edge,Battery Backup,Compressor Cooling,138.75,135.94,Active,15,932.0,164.0,2022,12,30
Server-2430,653.23,63,1.93,2023-07-26 06:53:16,Rome,Cloud,Battery Backup,Phase Change Cooling,73.44,165.99,Needs Maintenance,32,976.0,203.0,2023,7,26
Server-2431,401.36,52,1.65,2021-09-25 22:40:58,Dublin,Edge,Wind,Fan Cooling,136.01,83.22,Needs Maintenance,16,1031.0,181.0,2021,9,25
Server-2432,551.27,81,1.97,2023-04-17 14:53:52,London,Mainframe,Wind,Fan Cooling,155.04,277.67,Inactive,17,1097.0,325.0,2023,4,17
Server-2433,493.05,92,1.34,2023-03-04 18:05:17,Germany,Backup Server,Wind,Thermoelectric Cooling,200.38,408.42,Active,25,1019.0,188.0,2023,3,4
Server-2434,733.27,85,1.35,2022-08-12 07:58:05,Paris,Cloud,Grid,Peltier Cooling,125.52,125.8,Retired,15,980.0,237.0,2022,8,12
Server-2435,561.42,66,1.54,2023-04-07 01:10:29,Amsterdam,Backup Server,Grid,Thermoelectric Cooling,82.84,297.7,Needs Maintenance,20,941.0,222.0,2023,4,7
Server-2436,708.05,52,1.38,2023-02-20 20:32:44,Amsterdam,Network Node,Wind,Phase Change Cooling,126.84,289.33,Retired,30,992.0,192.0,2023,2,20
Server-2437,516.29,59,1.0,2021-05-20 15:01:41,London,Mainframe,Solar,Phase Change Cooling,154.69,459.74,Retired,29,981.0,222.0,2021,5,20
Server-2438,474.39,89,1.73,2022-06-17 17:48:16,Vienna,Cloud,Wind,Compressor Cooling,117.01,300.38,Active,23,1015.0,211.0,2022,6,17
Server-2439,494.27,67,1.75,2024-06-07 16:45:54,Paris,Network Node,Solar,Thermoelectric Cooling,59.78,34.64,Needs Maintenance,26,997.0,324.0,2024,6,7
Server-2440,384.29,52,1.75,2020-06-07 01:59:32,Stockholm,Network Node,Grid,Phase Change Cooling,200.92,399.66,Under Repair,24,1024.0,195.0,2020,6,7
Server-2441,579.75,88,1.35,2021-04-07 04:27:37,Paris,Network Node,Geothermal,Evaporative Cooling,169.39,106.92,Needs Maintenance,21,982.0,70.0,2021,4,7
Server-2442,396.45,59,1.52,2025-03-06 01:04:25,Stockholm,Network Node,Wind,Thermoelectric Cooling,173.55,155.7,Active,24,1085.0,309.0,2025,3,6
Server-2443,516.87,58,1.36,2020-04-05 04:40:52,Vienna,Network Node,Battery Backup,Liquid Cooling,74.35,296.86,Active,21,1029.0,175.0,2020,4,5
Server-2444,628.28,60,1.02,2024-01-03 03:37:00,Stockholm,Cloud,Grid,Phase Change Cooling,129.84,355.25,Retired,20,965.0,204.0,2024,1,3
Server-2445,737.53,82,1.56,2023-04-19 15:52:47,Rome,Edge,Wind,Evaporative Cooling,128.55,137.62,Active,27,1050.0,173.0,2023,4,19
Server-2446,524.43,85,1.12,2022-10-25 09:24:41,Paris,Network Node,Wind,Thermoelectric Cooling,103.83,44.8,Active,25,942.0,170.0,2022,10,25
Server-2447,629.18,75,1.08,2022-07-09 15:02:11,Dublin,Mainframe,Battery Backup,Compressor Cooling,109.96,313.39,Retired,22,957.0,144.0,2022,7,9
Server-2448,611.28,76,1.76,2021-02-25 12:59:49,Dublin,Cloud,Solar,Compressor Cooling,167.97,293.99,Under Repair,19,960.0,100.0,2021,2,25
Server-2449,442.64,87,1.01,2020-11-02 17:52:25,Lisbon,Enterprise,Wind,Heat Pipe Cooling,103.03,326.89,Active,17,1066.0,164.0,2020,11,2
Server-2450,816.17,71,1.96,2022-06-18 20:56:51,Paris,Edge,Hydro,Thermoelectric Cooling,135.15,107.43,Active,18,991.0,226.0,2022,6,18
Server-2451,413.56,75,1.52,2023-12-08 06:56:38,Vienna,Mainframe,Solar,Heat Pipe Cooling,101.01,126.7,Retired,18,969.0,118.0,2023,12,8
Server-2452,513.65,71,1.98,2024-09-05 14:05:38,Paris,Network Node,Wind,Compressor Cooling,137.12,401.09,Retired,23,1008.0,225.0,2024,9,5
Server-2453,718.12,54,1.06,2024-02-10 21:35:19,Amsterdam,Cloud,Grid,Thermoelectric Cooling,119.57,150.24,Active,15,1027.0,316.0,2024,2,10
Server-2454,714.42,84,1.58,2020-12-15 10:09:39,Rome,Cloud,Wind,Heat Pipe Cooling,115.7,437.29,Active,29,1079.0,214.0,2020,12,15
Server-2455,502.15,51,1.35,2022-02-10 03:36:37,Amsterdam,Network Node,Solar,Fan Cooling,154.66,171.29,Needs Maintenance,27,925.0,131.0,2022,2,10
Server-2456,648.56,84,1.84,2024-08-12 15:01:25,Germany,Mainframe,Solar,Evaporative Cooling,141.24,163.04,Inactive,19,1063.0,220.0,2024,8,12
Server-2457,466.4,58,1.36,2025-02-18 06:07:41,Berlin,Cloud,Solar,Compressor Cooling,141.04,178.82,Retired,32,897.0,248.0,2025,2,18
Server-2458,426.7,67,1.26,2020-11-11 15:08:27,Lisbon,Backup Server,Grid,Fan Cooling,107.15,517.98,Needs Maintenance,19,1045.0,265.0,2020,11,11
Server-2459,318.08,92,1.86,2021-05-29 17:54:19,London,Edge,Wind,Liquid Cooling,203.71,107.31,Active,25,1058.0,209.0,2021,5,29
Server-2460,608.58,61,1.37,2023-03-30 22:29:28,Germany,Mainframe,Biomass,Thermoelectric Cooling,147.75,115.2,Active,17,1061.0,230.0,2023,3,30
Server-2461,624.38,52,1.02,2020-03-09 08:32:30,Germany,Network Node,Grid,Liquid Cooling,97.87,354.11,Retired,18,1028.0,243.0,2020,3,9
Server-2462,414.82,67,1.39,2024-05-07 12:59:19,Paris,Mainframe,Wind,Heat Pipe Cooling,113.08,512.51,Out of Service,21,947.0,230.0,2024,5,7
Server-2463,540.22,87,1.65,2024-09-14 01:12:08,Germany,Backup Server,Wind,Heat Pipe Cooling,85.17,118.21,Active,18,1037.0,216.0,2024,9,14
Server-2464,897.65,56,1.25,2022-08-08 05:37:55,Berlin,Mainframe,Wind,Fan Cooling,82.33,156.31,Needs Maintenance,17,947.0,168.0,2022,8,8
Server-2465,672.0,82,1.43,2021-10-28 06:57:40,Germany,Enterprise,Wind,Liquid Cooling,96.87,169.28,Inactive,24,953.0,248.0,2021,10,28
Server-2466,364.78,55,1.06,2020-11-17 00:43:09,Paris,Network Node,Solar,Phase Change Cooling,136.75,146.41,Active,34,977.0,173.0,2020,11,17
Server-2467,650.23,67,1.59,2024-06-15 20:08:07,Amsterdam,Edge,Battery Backup,Compressor Cooling,114.65,176.16,Active,25,982.0,330.0,2024,6,15
Server-2468,365.47,94,1.76,2024-05-19 01:41:01,Germany,Network Node,Biomass,Thermoelectric Cooling,140.02,439.88,Inactive,32,1012.0,168.0,2024,5,19
Server-2469,65.72,71,1.41,2024-12-08 20:49:25,London,Enterprise,Battery Backup,Phase Change Cooling,67.78,517.78,Active,15,965.0,240.0,2024,12,8
Server-2470,496.94,88,1.42,2021-08-04 22:25:47,Rome,Network Node,Wind,Thermoelectric Cooling,49.08,211.89,Inactive,23,1016.0,136.0,2021,8,4
Server-2471,734.48,58,1.09,2023-07-02 13:58:46,Rome,Network Node,Battery Backup,Evaporative Cooling,97.72,403.8,Retired,31,931.0,176.0,2023,7,2
Server-2472,709.62,84,1.2,2023-06-27 05:42:30,Stockholm,Edge,Wind,Peltier Cooling,162.19,72.43,Retired,26,1002.0,171.0,2023,6,27
Server-2473,556.59,72,1.15,2024-04-02 17:10:03,Lisbon,Enterprise,Grid,Heat Pipe Cooling,160.6,485.49,Needs Maintenance,15,986.0,132.0,2024,4,2
Server-2474,418.74,61,1.48,2025-01-19 13:45:49,Berlin,Network Node,Grid,Fan Cooling,125.74,388.24,Active,21,1051.0,171.0,2025,1,19
Server-2475,572.97,73,1.53,2025-01-29 21:58:33,Dublin,Backup Server,Wind,Phase Change Cooling,65.4,371.49,Active,28,1056.0,218.0,2025,1,29
Server-2476,459.63,89,1.95,2022-12-27 03:02:39,Berlin,Network Node,Geothermal,Heat Pipe Cooling,111.48,161.19,Needs Maintenance,23,992.0,188.0,2022,12,27
Server-2477,422.95,58,1.07,2021-04-12 05:33:57,Stockholm,Cloud,Grid,Fan Cooling,212.9,374.83,Inactive,26,902.0,260.0,2021,4,12
Server-2478,659.3,62,1.6,2021-08-31 11:41:45,London,Network Node,Grid,Liquid Cooling,140.18,123.71,Active,22,926.0,153.0,2021,8,31
Server-2479,421.09,89,1.53,2024-05-24 03:47:52,Amsterdam,Edge,Grid,Heat Pipe Cooling,65.14,222.38,Out of Service,21,1056.0,235.0,2024,5,24
Server-2480,669.09,91,1.52,2023-08-20 19:56:12,Dublin,Cloud,Grid,Peltier Cooling,101.23,179.02,Needs Maintenance,28,993.0,170.0,2023,8,20
Server-2481,411.17,66,1.87,2022-06-20 17:41:41,Paris,Backup Server,Solar,Thermoelectric Cooling,86.54,132.66,Active,16,1087.0,256.0,2022,6,20
Server-2482,808.77,56,1.21,2020-05-22 12:27:39,Paris,Backup Server,Wind,Phase Change Cooling,142.2,444.72,Needs Maintenance,16,1045.0,239.0,2020,5,22
Server-2483,253.9,66,1.04,2024-04-09 00:56:56,Lisbon,Backup Server,Wind,Fan Cooling,208.51,77.36,Out of Service,34,1013.0,251.0,2024,4,9
Server-2484,356.48,73,1.67,2024-07-28 23:35:35,Dublin,Enterprise,Solar,Fan Cooling,126.91,541.7,Under Repair,31,1006.0,192.0,2024,7,28
Server-2485,476.69,51,1.35,2020-01-08 14:46:43,Paris,Backup Server,Geothermal,Thermoelectric Cooling,99.04,134.42,Active,24,943.0,266.0,2020,1,8
Server-2486,202.39,84,1.02,2024-04-11 19:20:41,Lisbon,Mainframe,Solar,Phase Change Cooling,104.26,192.62,Inactive,19,968.0,117.0,2024,4,11
Server-2487,114.35,77,1.25,2021-12-09 03:23:36,London,Edge,Biomass,Peltier Cooling,126.01,165.59,Needs Maintenance,15,1021.0,222.0,2021,12,9
Server-2488,203.69,68,1.31,2024-07-19 09:08:52,Dublin,Enterprise,Wind,Heat Pipe Cooling,97.76,108.88,Active,19,983.0,207.0,2024,7,19
Server-2489,456.19,82,1.62,2024-05-30 16:22:43,London,Cloud,Grid,Evaporative Cooling,122.68,157.04,Active,18,1023.0,242.0,2024,5,30
Server-2490,459.99,70,1.17,2020-05-13 17:43:29,Paris,Mainframe,Grid,Compressor Cooling,87.78,162.17,Needs Maintenance,26,1051.0,196.0,2020,5,13
Server-2491,549.95,59,1.41,2024-11-29 07:43:28,Rome,Enterprise,Grid,Peltier Cooling,79.75,151.36,Out of Service,28,991.0,151.0,2024,11,29
Server-2492,470.45,94,1.48,2022-12-22 13:17:14,Berlin,Edge,Grid,Liquid Cooling,41.73,405.96,Needs Maintenance,25,978.0,145.0,2022,12,22
Server-2493,544.93,58,1.46,2024-09-28 02:42:30,Berlin,Cloud,Wind,Phase Change Cooling,124.37,360.33,Out of Service,18,955.0,199.0,2024,9,28
Server-2494,432.47,87,1.97,2023-04-04 08:09:57,London,Edge,Battery Backup,Peltier Cooling,128.3,126.11,Active,23,1042.0,187.0,2023,4,4
Server-2495,607.22,55,1.05,2023-05-19 12:20:30,Rome,Edge,Hydro,Phase Change Cooling,143.76,179.77,Under Repair,17,1038.0,243.0,2023,5,19
Server-2496,589.15,91,1.95,2022-12-20 20:19:29,Lisbon,Cloud,Battery Backup,Heat Pipe Cooling,110.78,547.35,Needs Maintenance,17,1109.0,248.0,2022,12,20
Server-2497,451.0,84,1.58,2025-04-12 06:53:59,Amsterdam,Backup Server,Solar,Heat Pipe Cooling,88.77,361.25,Needs Maintenance,17,1009.0,202.0,2025,4,12
Server-2498,579.95,67,1.8,2023-07-11 06:16:03,Amsterdam,Network Node,Solar,Evaporative Cooling,70.99,97.72,Under Repair,21,995.0,201.0,2023,7,11
Server-2499,471.4,68,1.43,2020-05-28 14:04:23,Vienna,Edge,Wind,Liquid Cooling,114.46,523.81,Needs Maintenance,15,1023.0,253.0,2020,5,28
Server-2500,271.65,54,1.45,2020-12-20 17:06:55,Stockholm,Backup Server,Grid,Heat Pipe Cooling,89.04,484.95,Inactive,27,986.0,188.0,2020,12,20
Server-2501,635.67,74,1.88,2022-07-06 02:08:36,Germany,Cloud,Grid,Evaporative Cooling,118.9,404.24,Active,18,956.0,190.0,2022,7,6
Server-2502,363.98,60,1.9,2022-02-02 23:11:21,Vienna,Edge,Biomass,Phase Change Cooling,114.04,90.65,Inactive,26,1004.0,134.0,2022,2,2
Server-2503,634.07,59,1.24,2025-02-17 17:23:03,Amsterdam,Network Node,Wind,Compressor Cooling,82.28,63.79,Active,22,1023.0,244.0,2025,2,17
Server-2504,548.6,66,1.2,2021-05-19 23:43:11,Rome,Cloud,Solar,Fan Cooling,69.91,155.09,Out of Service,33,1026.0,196.0,2021,5,19
Server-2505,487.32,85,1.5,2020-11-20 14:40:17,Berlin,Enterprise,Geothermal,Compressor Cooling,135.15,105.87,Needs Maintenance,20,1022.0,257.0,2020,11,20
Server-2506,218.45,75,1.9,2022-09-19 12:15:16,Berlin,Enterprise,Hydro,Compressor Cooling,116.23,104.89,Retired,24,1053.0,140.0,2022,9,19
Server-2507,730.96,80,1.32,2023-12-21 06:38:58,Amsterdam,Backup Server,Hydro,Compressor Cooling,29.25,428.04,Active,27,1026.0,175.0,2023,12,21
Server-2508,445.53,81,1.65,2025-02-14 21:02:14,Amsterdam,Enterprise,Grid,Compressor Cooling,154.84,319.16,Active,17,1014.0,247.0,2025,2,14
Server-2509,595.18,70,1.71,2021-06-10 20:28:25,Stockholm,Mainframe,Battery Backup,Fan Cooling,116.33,107.96,Active,23,937.0,216.0,2021,6,10
Server-2510,482.9,67,1.78,2020-07-02 12:10:28,Amsterdam,Edge,Battery Backup,Phase Change Cooling,105.13,298.7,Under Repair,24,1012.0,141.0,2020,7,2
Server-2511,459.28,67,1.56,2020-05-20 17:37:43,London,Edge,Grid,Liquid Cooling,176.96,454.78,Retired,27,991.0,246.0,2020,5,20
Server-2512,528.92,50,1.4,2023-07-04 17:34:56,Paris,Cloud,Grid,Liquid Cooling,82.24,269.22,Active,30,944.0,135.0,2023,7,4
Server-2513,503.99,63,1.97,2023-08-07 00:11:14,Germany,Mainframe,Grid,Phase Change Cooling,87.49,209.32,Out of Service,22,1025.0,241.0,2023,8,7
Server-2514,459.95,57,1.61,2024-09-11 07:27:36,Lisbon,Edge,Wind,Evaporative Cooling,60.65,89.36,Active,25,1026.0,151.0,2024,9,11
Server-2515,491.7,51,1.73,2021-04-19 01:52:36,Germany,Cloud,Grid,Evaporative Cooling,117.79,537.02,Retired,16,1021.0,261.0,2021,4,19
Server-2516,564.06,64,1.34,2024-01-24 03:48:27,Germany,Network Node,Wind,Heat Pipe Cooling,112.3,103.23,Needs Maintenance,33,1028.0,206.0,2024,1,24
Server-2517,574.67,83,1.67,2025-01-13 14:19:36,Vienna,Edge,Solar,Thermoelectric Cooling,116.9,430.34,Active,16,1006.0,217.0,2025,1,13
